paper_id,pub_year,frontier_size
9407251,1994,57
9410283,1994,57
9412374,1994,90
9501349,1995,97
9502259,1995,82
9503272,1995,59
9504234,1995,70
9504239,1995,106
9504292,1995,82
9505257,1995,67
9505289,1995,133
9505315,1995,115
9505379,1995,74
9506201,1995,72
9506273,1995,52
9506472,1995,144
9507319,1995,88
9507323,1995,96
9507397,1995,58
9508209,1995,96
9508216,1995,56
9508296,1995,104
9508329,1995,114
9508349,1995,73
9508358,1995,127
9509205,1995,72
9509297,1995,54
9509308,1995,56
9510203,1995,61
9510204,1995,82
9510283,1995,104
9510408,1995,72
9510416,1995,68
9510425,1995,96
9510437,1995,67
9511221,1995,97
9511251,1995,122
9511320,1995,71
9511342,1995,85
9511383,1995,87
9511400,1995,74
9512318,1995,63
9601333,1996,61
9602216,1996,52
9603246,1996,75
9603271,1996,76
9603298,1996,61
9604222,1996,62
9604225,1996,59
9604324,1996,137
9604333,1996,91
9604427,1996,68
9605209,1996,110
9605408,1996,144
9605418,1996,131
9606230,1996,133
9606292,1996,90
9606389,1996,58
9607252,1996,53
9608206,1996,73
9608393,1996,134
9608395,1996,127
9608410,1996,100
9608461,1996,97
9609202,1996,105
9609258,1996,144
9609311,1996,58
9609334,1996,74
9609388,1996,56
9609460,1996,61
9609483,1996,123
9610318,1996,74
9610373,1996,80
9610428,1996,71
9610468,1996,117
9610525,1996,124
9611244,1996,80
9611322,1996,56
9611404,1996,87
9612228,1996,83
9612243,1996,72
9612245,1996,140
9612380,1996,102
9612392,1996,139
9612405,1996,119
9612439,1996,98
9612473,1996,120
9701254,1997,62
9701362,1997,74
9702263,1997,117
9702298,1997,139
9703224,1997,52
9703292,1997,59
9703342,1997,123
9703351,1997,86
9703378,1997,62
9703384,1997,94
9703399,1997,62
9703401,1997,137
9704266,1997,83
9704273,1997,70
9704301,1997,82
9704314,1997,102
9705264,1997,77
9706259,1997,73
9706391,1997,130
9706485,1997,59
9706492,1997,82
9706525,1997,52
9707262,1997,78
9707335,1997,66
9707390,1997,107
9707394,1997,95
9707440,1997,106
9707472,1997,116
9707480,1997,119
9707490,1997,102
9707513,1997,83
9707524,1997,138
9707538,1997,104
9708232,1997,113
9708274,1997,80
9708314,1997,128
9708323,1997,124
9709248,1997,76
9709258,1997,123
9709290,1997,118
9709311,1997,76
9709341,1997,110
9709406,1997,104
9709419,1997,111
9709455,1997,92
9709459,1997,143
9709484,1997,131
9710275,1997,95
9710364,1997,142
9710514,1997,88
9710528,1997,66
9711347,1997,95
9711425,1997,58
9712240,1997,64
9712261,1997,110
9712409,1997,103
9712504,1997,123
9801415,1998,122
9802273,1998,135
9802353,1998,61
9803214,1998,100
9803230,1998,70
9803331,1998,109
9804404,1998,132
9805204,1998,112
9805227,1998,72
9805228,1998,127
9805360,1998,61
9805391,1998,75
9805476,1998,100
9806316,1998,96
9806342,1998,108
9806414,1998,55
9807245,1998,121
9807257,1998,72
9807381,1998,123
9807472,1998,109
9807567,1998,80
9808342,1998,64
9808344,1998,141
9808365,1998,112
9809255,1998,62
9809341,1998,133
9809382,1998,94
9809394,1998,65
9809448,1998,64
9809454,1998,100
9809558,1998,112
9810299,1998,103
9810492,1998,118
9810511,1998,100
9810522,1998,75
9811336,1998,79
9811380,1998,107
9811385,1998,85
9811396,1998,124
9811420,1998,133
9811429,1998,135
9811452,1998,61
9811518,1998,124
9812243,1998,110
9812311,1998,111
9812352,1998,87
9901258,1999,53
9901271,1999,118
9901336,1999,82
9901385,1999,97
9902232,1999,89
9902260,1999,59
9902305,1999,83
9902320,1999,93
9902455,1999,143
9902481,1999,93
